# ------------------------------------------------------------------------------
# new life in MC2 - test integration runs
#------------------------------------------------------------------------------
TABLE TrkPanelMap 1-10000
# mnid dtcid link  pln ppid  pnl zfc
#------------------------------------------------------------------------------
# root [1] print_trk_panel_map(0);          // slot 0
# root [4] print_trk_panel_map(11)
043,   16,   5,  22,   33,  2,   0
169,   16,   2,  22,   33,  0,   0
052,   16,   1,  22,   33,  4,   0
039,   16,   4,  22,   33,  1,   1
035,   16,   3,  22,   33,  5,   1
053,   16,   0,  22,   33,  3,   1
275,   15,   4,  23,   29,  1,   2
254,   15,   1,  23,   29,  3,   2
229,   15,   3,  23,   29,  0,   3
274,   15,   5,  23,   29,  5,   3
151,   15,   0,  23,   29,  4,   3
225,   15,   2,  23,   29,  2,   3
# root [10] print_trk_panel_map(12)
139,   14,   4,  24,   27,  1,   0
145,   14,   1,  24,   27,  3,   0
082,   14,   2,  24,   27,  5,   0
155,   14,   5,  24,   27,  2,   1
132,   14,   0,  24,   27,  4,   1
207,   14,   3,  24,   27,  0,   1
067,   13,   5,  25,    3,  2,   2
064,   13,   2,  25,    3,  0,   2
069,   13,   1,  25,    3,  4,   2
063,   13,   4,  25,    3,  1,   3
062,   13,   3,  25,    3,  5,   3
055,   13,   0,  25,    3,  3,   3
# root [9] print_trk_panel_map(13)
117,   36,   5,  26,   23,  2,   0
233,   36,   2,  26,   23,  0,   0
263,   36,   1,  26,   23,  4,   0
066,   36,   4,  26,   23,  1,   1
264,   36,   3,  26,   23,  5,   1
138,   36,   0,  26,   23,  3,   1
250,   35,   4,  27,   30,  1,   2
280,   35,   1,  27,   30,  3,   2
220,   35,   2,  27,   30,  5,   2
272,   35,   5,  27,   30,  2,   3
153,   35,   0,  27,   30,  4,   3
158,   35,   3,  27,   30,  0,   3
# root [8] print_trk_panel_map(14)
147,    4,   4,  28,   10,  1,   0
258,    4,   1,  28,   10,  3,   2
104,    4,   2,  28,   10,  5,   0
084,    4,   5,  28,   10,  2,   1
203,    4,   0,  28,   10,  4,   1
103,    4,   3,  28,   10,  0,   1
048,    3,   5,  29,    1,  2,   2
057,    3,   2,  29,    1,  0,   2
051,    3,   1,  29,    1,  4,   2
047,    3,   4,  29,    1,  1,   3
105,    3,   3,  29,    1,  5,   3
128,    3,   0,  29,    1,  3,   3
# root [5] print_trk_panel_map(15)
068,    5,   5,  30,   36,  2,   0
251,    5,   2,  30,   36,  0,   0
109,    5,   1,  30,   36,  4,   0
231,    5,   4,  30,   36,  1,   1
182,    5,   3,  30,   36,  5,   1
142,    5,   0,  30,   36,  3,   1
236,    6,   4,  31,   20,  1,   2
206,    6,   0,  31,   20,  3,   2
214,    6,   2,  31,   20,  5,   2
041,    6,   5,  31,   20,  2,   3
164,    6,   1,  31,   20,  4,   3
174,    6,   3,  31,   20,  0,   3
# root [6] print_trk_panel_map(16)
240,    8,   4,  32,   28,  1,   0
271,    8,   1,  32,   28,  3,   0
255,    8,   2,  32,   28,  5,   0
265,    8,   5,  32,   28,  2,   1
190,    8,   0,  32,   28,  4,   1
281,    8,   3,  32,   28,  0,   1
178,    7,   5,  33,   31,  2,   2
241,    7,   3,  33,   31,  0,   2
054,    7,   1,  33,   31,  4,   2
086,    7,   4,  33,   31,  1,   3
266,    7,   2,  33,   31,  5,   3
061,    7,   0,  33,   31,  3,   3
# root [7] print_trk_panel_map(17)
092,   11,   5,  34,    6,  2,   0
097,   11,   2,  34,    6,  0,   0
089,   11,   1,  34,    6,  4,   0
123,   11,   4,  34,    6,  1,   1
125,   11,   3,  34,    6,  5,   1
121,   11,   0,  34,    6,  3,   1
091,   12,   4,  35,   11,  1,   2
107,   12,   1,  35,   11,  3,   2
124,   12,   2,  35,   11,  5,   2
071,   12,   5,  35,   11,  2,   3
149,   12,   0,  35,   11,  4,   3
160,   12,   3,  35,   11,  0,   3
